blank,,,
0.26,14.63419,,
0.63,8.822463,,
0.96,3.625512,,
1.31,3.230012,,
1.63,0.937049,,
1.98,5.762753,,
2.3,5.378315,,
2.63,6.996996,,
2.96,17.7858,,
3.38,16.69639,,
3.78,26.14706,,
4.16,17.91469,,
4.56,31.8101,,
4.95,44.24304,,
5.28,87.73975,,
5.65,82.0144,,
0.25,,5.520697,
0.55,,10.11268,
1.633333,,3.692596,
1.85,,11.29567,
3.833333,,23.44235,
4.05,,28.90343,
0.233333,,,9.5429
0.5,,,7.594112
1.233333,,,1.897798
1.566667,,,3.945118
2.833333,,,23.64719
3.616667,,,20.59985
3.916667,,,28.64094
